id;tense;source/target;is correct target?;is correct translation?;w1;w2;w3;pos1;pos2;pos3;lemma1;lemma2;lemma3;comments;full fragment;source words;source fragment
18329;pretérito imperfecto;target;yes;yes;tenía;;;VLfin;;;tener;;;;"Estoy seguro que tenía a todas las "" churris "" con su música .";gepakt heeft;Ik ben zeker dat hij alle meiden gepakt heeft met zijn muziek .
18330;pretérito indefinido;target;yes;yes;despidieron;;;VLfin;;;despedir;;;;Me despidieron debido a la crisis .;ben ontslagen;Ik ben ook ontslagen omdat het crisis is .
18331;pretérito indefinido;target;yes;yes;hicimos;;;VLfin;;;hacer;;;;Los hicimos pedazos , Oíste cuando se rompieron las compuertas ?;hebben gepakt;Die hebben we flink gepakt .
18333;pretérito indefinido;target;yes;yes;pensó;;;VLfin;;;pensar;;;;Es lo que pensó siempre .;heb gedacht;Dat heb je altijd gedacht .
18334;pretérito perfecto compuesto;target;yes;yes;haya;escapado;;VHfin;VLadj;;haber;escapar;;;"Sólo espero que su Majestad haya escapado del peligro .
¿ Dónde está el Chambelán Mayor ?";is gebleven;Ik hoop dat Hare Majesteit ongedeerd is gebleven .
18335;pretérito perfecto compuesto;target;yes;yes;he;sufrido;;VHfin;VLadj;;haber;sufrir;;;"No necesito su amor .
¿ No he sufrido suficiente ya por amarla y demostrarlo ?";Heb geleden;Heb ik niet genoeg geleden door van haar te houden ?
18336;pretérito indefinido;target;yes;yes;reportaron;;;VLfin;;;reportar;;;;Se reportaron incidentes en Den Bosch , Eindhoven , Schijndelben , Breda y también en Budel .;zijn gemeld;Er zijn incidenten gemeld vanuit Den Bosch , Eindhoven Schijndel , Breda en zelfs vanuit Budel .
18337;presente;target;yes;yes;cierne;;;VLfin;;;cerner|cernir;;;;El velo de la muerte se cierne sobre mí .;heeft omsloten;Een golf des doods heeft mij omsloten .
18339;pretérito perfecto compuesto;target;yes;yes;ha;heredado;;VHfin;VLadj;;haber;heredar;;;Su Majestad debe saber que ha heredado el más peligroso y degenerado Estado .;heeft geërfd;Uwe Majesteit moet weten dat u een rijk in verval heeft geërfd .
18340;presente;target;yes;yes;funciona;;;VLfin;;;funcionar;;;;Hacemos agua rápidamente , La refrigeración no funciona ,;is geblokkeerd;Het koelsysteem is geblokkeerd .
18341;pretérito perfecto compuesto;target;yes;yes;he;convertido;;VHfin;VLadj;;haber;convertir;;;Me he convertido en virgen .;ben geworden;Ik ben een maagd geworden .
18343;presente;target;yes;yes;Está;;;VLfin;;;estar;;;;Y aun así nos topamos con uno de los nuestros , 60 metros , Está listo , señor ,;is getrimd;Zestig meter , boot is getrimd .
18344;pretérito indefinido;target;yes;yes;Vinieron;;;VLfin;;;venir;;;;Vinieron a buscarme a Senegal cuando tenia 8 años .;hebben genomen;Ze hebben me mee genomen uit Senegal toen ik acht was .
18345;presente;target;yes;yes;añade;;;VLfin;;;añadir;;;;Su Santidad añade que cualquier hombre que aceptara el cometido de su asesinato , será bienvenido por los ángeles en el Reino de los Cielos .;heeft verklaard;Zijne Heiligheid heeft tevens verklaard dat elke man die probeert haar te doden door engelen in het Hemelse Rijk welkom zal worden geheten .
18346;pretérito indefinido;target;yes;yes;hiciste;;;VLfin;;;hacer;;;;¿ Por qué hiciste eso ?;heb gedaan;Waarom heb je het gedaan ?
18347;presente;target;yes;yes;queda;;;VLfin;;;quedar;;;;Su Excelencia queda arrestado .;is gearresteerd;Uwe Excellentie is gearresteerd .
18350;pretérito indefinido;target;yes;yes;ganamos;;;VLfin;;;ganar;;;;La guerra acabó y nosotros ganamos .;hebben gewonnen;De oorlog is voorbij en wij hebben gewonnen .
18351;pretérito perfecto compuesto;target;yes;yes;han;tenido;;VHfin;VLadj;;haber;tener;;;Después de intentar extinguir el fuego , los bomberos ... han tenido que dejar que se queme la casa .;heeft besloten;De brandweer heeft besloten om nie door te blussen en ' t huis af te laten branden .
18353;pretérito indefinido;target;yes;yes;hablé;;;VLfin;;;hablar;;;;"Poco ...
- P-p-p-pero yo hablé .";heb gepraat;Niet veel , maar ik heb gepraat .
18354;presente;target;yes;yes;está;;;VEfin;;;estar;;;;Brabant está tranquila y apacible de nuevo después que los instigadores recibieron sus condenas .;is wedergekeerd;De rust is wedergekeerd nadat de aanstichters van de rellen een werkstraf hebben gekregen .
18358;pretérito indefinido;target;yes;yes;olvidó;;;VLfin;;;olvidar;;;;Se le olvidó mencionar otro aspecto importante de la compañía .;is vergeten;Maar er is nog één belangrijk iets wat u vergeten bent te vermelden .
18359;pretérito indefinido;target;yes;yes;pasó;;;VLfin;;;pasar;;;;¿ Que te pasó antes ?;is gebeurd;Wat is er gebeurd ?
18361;pretérito perfecto compuesto;target;yes;yes;ha;dado;;VHfin;VLadj;;haber;dar;;;Señora , se ha dado fiel cumplimiento gracias a su Excelencia .;is neergeslagen;Die is neergeslagen , dankzij Zijne Excellentie .
18362;pretérito perfecto compuesto;target;yes;yes;he;ofendido;;VHfin;VLadj;;haber;ofender;;;Lamento profundamente si en algo os he ofendido .;beledigd heb;Het spijt mij heel erg als ik u beledigd heb , Mevrouw .
18363;pretérito perfecto compuesto;target;yes;yes;he;llamado;;VHfin;NC;;haber;llamado;;;"No te he "" llamado "" ...";heb opgevorderd;- Ik heb je niet opgevorderd ...
18364;pretérito perfecto compuesto;target;yes;yes;ha;salvado;;VHfin;VLadj;;haber;salvar;;;Dios ya ha salvado sus almas .;heeft gezorgd;Voor hun zielen heeft God al gezorgd .
18365;pretérito indefinido;target;yes;yes;tomaste;;;VLfin;;;tomaste;;;;- ¿ Qué te tomaste ?;heb genomen;- Wat heb je genomen ?
18367;presente;target;yes;yes;hacen;;;VLfin;;;hacer;;;;La gente ha vuelto a sus vidas , y hacen frente a los daños .;zijn begonnen;Overal zijn mensen begonnen met de geleden schade te herstellen .
18368;pretérito perfecto compuesto;target;yes;yes;He;sido;llamada;VHfin;VSadj;VLadj;haber;ser;llamar;;He sido llamada a ser vuestra soberana .;ben aangesteld;Ik ben aangesteld als uw vorstin ...
18369;pretérito indefinido;target;yes;yes;regresaron;;;CODE;;;@card@;;;;Hubo 40,000 alemanes destinados a un submarino , 30,000 jamás regresaron ,;zijn teruggekeerd;Van de 40.000 OB-bemanningsleden zijn er 30.000 niet teruggekeerd .
18371;pretérito imperfecto;target;yes;yes;Estabamos;;;VLfin;;;Estabamos;;;;- ¡ Estabamos equivocados !;hebben gemaakt;We hebben een fout gemaakt .
18373;pretérito perfecto compuesto;target;yes;yes;ha;ocurrido;;VHfin;VLadj;;haber;ocurrir;;;¡ Aprisa , algo ha ocurrido !;is gebeurd;Er is iets gebeurd .
18374;presente;target;yes;yes;están;tallados;;VEfin;VLadj;;estar;tallar;;;"Sus pulidos ojos están tallados en delicados minerales ,
Y en esta extraña y simbolica naturaleza ...";zijn gesneden;Haar gepolijste ogen zijn gesneden in delicate mineralen , en in deze vreemde en symbolische natuur ...
18375;pretérito perfecto compuesto;target;yes;yes;ha;cometido;;VHfin;NC;;haber;cometido;;;Lord Robert ha cometido traición .;heeft gepleegd;Lord Robert heeft verraad gepleegd .
18377;presente;target;yes;yes;están;rotos;;VEfin;VLadj;;estar;romper;;;Aún no lo sé , Varios elementos de las baterías están rotos ,;gescheurd zijn;Er moeten veel batterijcellen gescheurd zijn .
18379;pretérito indefinido;target;yes;yes;hice;;;VLfin;;;hacer;;;;Mira lo que te hice .;heb gemaakt;Kijk eens wat ik voor jou heb gemaakt .
18380;pretérito perfecto compuesto;target;yes;yes;he;estado;;VHfin;VEadj;;haber;estar;;;Os he estado esperando .;heb gewacht;Ik heb gewacht .
18381;pretérito perfecto compuesto;target;yes;yes;haya;conseguido;;VHfin;VLadj;;haber;conseguir;;;Está tan contenta de que lo haya conseguido .;gelukt is;Ze is dolblij dat het gelukt is .
18383;pretérito perfecto compuesto;target;yes;yes;Ha;estado;;VLfin;NC;;haber;estado;;;Ayudante de nuestro contramaestre , Ha estado de juerga esta noche ,;Heeft buitengezet;Heeft de bloemetjes flink buitengezet .
18385;pretérito indefinido;target;yes;yes;tornaste;;;VLfin;;;tornaste;;;;Pero debemos asegurarnos de que vuestra esencia no se perdió , que no os tornaste una mortal .;bent geworden;Maar eerst moeten we vaststellen of uw geest nog wel zuiver is , dat u niet sterfelijk bent geworden .
18386;pretérito indefinido;target;yes;yes;ordené;;;VLfin;;;ordenar;;;;Nunca lo ordené .;heb gegeven;Ik heb het bevel niet gegeven .
18388;pretérito indefinido;target;yes;yes;hice;;;VLfin;;;hacer;;;;Lo hice lo mejor que pude .;heb gedaan;Ik heb mijn best gedaan .
18390;pretérito indefinido;target;yes;yes;recibieron;;;VLfin;;;recibir;;;;Brabant está tranquila y apacible de nuevo después que los instigadores recibieron sus condenas .;hebben gekregen;De rust is wedergekeerd nadat de aanstichters van de rellen een werkstraf hebben gekregen .
18391;pretérito pluscuamperfecto;target;yes;yes;hubiera;pasado;;VHfin;VLadj;;haber;pasar;;;"Nada .
¿ Y vienes , como si no hubiera pasado nada , regalándome un huevo Kinder ?";gebeurd is;En je komt terug alsof er niets gebeurd is , met een kinderei voor mij ?
18392;pretérito perfecto compuesto;target;yes;yes;ha;promulgado;;VHfin;VLadj;;haber;promulgar;;;Su Santidad ha promulgado la bula .;heeft uitgevaardigd;De Paus heeft de bul uitgevaardigd .
18394;pretérito indefinido;target;yes;yes;vi;;;VLfin;;;ver|vi;;;;Le vi antes .;heb gezien;Ik heb hem al eens gezien .
18395;presente;target;yes;yes;pasa;;;VLfin;;;pasar;;;;- Qué pasa ?;is gebeurd;- Wat is er gebeurd ?
18396;pretérito perfecto compuesto;target;yes;yes;Hemos;cerrado;;VHfin;VLadj;;haber;cerrar;;;Hemos cerrado todas las fugas ,;zijn gedicht;Alle lekken zijn gedicht .
18397;pretérito indefinido;target;yes;yes;dijiste;;;VLfin;;;decir;;;;¿ Qué les dijiste ?;heb gezegd;Wat heb je ze gezegd ?
18398;pretérito indefinido;target;yes;yes;pasó;;;VLfin;;;pasar;;;;"- Perdona .
- ¿ Qué pasó ?";is gebeurd;Wat is er gebeurd ?
18399;pretérito indefinido;target;yes;yes;tomaste;;;VLfin;;;tomaste;;;;¿ Qué tomaste ?;heb gedaan;Wat heb je gedaan ?
18400;pretérito perfecto compuesto;target;yes;yes;hemos;roto;;VHfin;VLadj;;haber;romper;;;Le hemos roto el casco a la nave ,;is gebroken;Zijn nek is al gebroken .
18401;presente;target;yes;yes;veo;;;VLfin;;;ver;;;;Hace años que no veo la nieve ,;heb gezien;Ik heb al jaren geen sneeuw meer gezien .
18403;pretérito indefinido;target;yes;yes;Encontraste;;;VLfin;;;encontrar;;;;¿ Encontraste mi huevo ?;Heb gevonden;Heb je mijn ei gevonden ?
18404;pretérito perfecto compuesto;target;yes;yes;he;desposado;;VHfin;VLadj;;haber;desposado;;;Me he desposado con Inglaterra .;ben getrouwd;Ik ben getrouwd met Engeland .
18405;pretérito indefinido;target;yes;yes;creyó;;;VLfin;;;creer;;;;Ella creyó que lo conseguiríais desde el principio .;heeft geloofd;Ze heeft in u geloofd sinds het begin .
18407;pretérito perfecto compuesto;target;yes;yes;Has;pensado;;VHfin;VLadj;;haber;pensar;;;- ¿ Has pensado en eso ?;Heb nagedacht;Heb je daar al over nagedacht ?
18410;pretérito indefinido;target;yes;yes;Intentamos;;;VLfin;;;intentar;;;;"Tenemos que cancelar la producción .
Intentamos todo para conseguir más dinero , pero no funcionó .";hebben gedaan;We hebben er wel alles aan gedaan , maar het is helaas niet gelukt .
18411;pretérito perfecto compuesto;target;yes;yes;han;desprendido;;VHfin;VLadj;;haber;desprender;;;Los compresores se han desprendido ,;zijn losgeraakt;De compressoren zijn losgeraakt en de geleidebussen lekken .
18412;pretérito perfecto compuesto;target;yes;yes;ha;sido;rechazada;VHfin;VSadj;VLadj;haber;ser;rechazar;;La comandancia dice que no , La solicitud ha sido rechazada ,;is afgewezen;Ons verzoek is afgewezen , meester .
18413;presente;target;yes;yes;vas;a;convertirte;VLfin;PREP;NC;ir;a;convertirte;;Por una canción no vas a convertirte en el Rey de Inglaterra ,;heb veroverd;Met zo ' n plaatje heb je Engeland nog niet veroverd .
18414;pretérito indefinido;target;yes;yes;fueron;;;VLfin;;;ser;;;;"Estuvieron aquí hace menos de veinte minutos .
Se fueron deprisa .";zijn vertrokken;Ze waren hier twintig minuten geleden , en zijn dan snel weer vertrokken .
18415;pretérito indefinido;target;yes;yes;enviaron;;;VLfin;;;enviar;;;;"¿ Por qué enviaron a niños ?
¿ Por qué no refuerzos adecuados ?";hebben gestuurd;Waarom hebben ze kinderen gestuurd en geen behoorlijke troepen ?
18416;pretérito imperfecto;target;yes;yes;estaba;;;VEfin;;;estar;;;;El vestido estaba envenenado .;is vergiftigd;De jurk is vergiftigd .
18417;pretérito indefinido;target;yes;yes;cojió;;;VLfin;;;cojió;;;;El nuevo novio sin duda ya se la cojió .;heeft geneukt;Die nieuwe gast van d ' r heeft natuurlijk allang geneukt .
18418;pretérito indefinido;target;yes;yes;dió;;;VLfin;;;dar;;;;Es una raíz mágica , el fauno me la dió .;heb gekregen;Het is een magische wortel die ik van de faun heb gekregen .
18420;presente;target;yes;yes;está;;;VEfin;;;estar;;;;La fiebre está bajando .;is gezakt;Haar temperatuur is gezakt .
18421;pretérito indefinido;target;yes;yes;Cortaron;;;VLfin;;;cortar;;;;¿ Cortaron el agua también ?;Hebben afgesloten;Hebben ze nou godverdomme ook nog da water afgesloten ?
18422;presente;target;yes;yes;hago;;;VLfin;;;hacer;;;;Por Amor de Dios , hago esto por ambos .;heb gedaan;Ik heb het voor ons gedaan .
18424;pretérito perfecto compuesto;target;yes;yes;has;leido;;VHfin;VLadj;;haber;leido;;;¿ Los has leido todos ?;Heb gelezen;- Heb je ze allemaal gelezen ?
18427;pretérito perfecto compuesto;target;yes;yes;Han;debido;;VHfin;VMadj;;haber;deber;;;Han debido descubrir nuestro periscopio ,;Hebben gezien;Hebben ze toch onze periscoop gezien .
18428;pretérito imperfecto;target;yes;yes;tenía;;;VLfin;;;tener;;;;"Estoy seguro que tenía a todas las "" churris "" con su música .";ben gepakt;Ik ben zeker dat hij alle meiden gepakt heeft met zijn muziek .
18429;pretérito indefinido;target;yes;yes;enviaron;;;VLfin;;;enviar;;;;"Dios mío , Phillip !
Así que te enviaron de nuevo al mar ,";hebben gejaagd;Philipp , hebben ze je alweer de zee op gejaagd ?
18430;pretérito perfecto compuesto;target;yes;yes;he;determinado;;VHfin;ADJ;;haber;determinado;;;Pese a que mi afecto por vos no puede ser menor , he , tras una agónica deliberación , determinado sacrificar mi propia felicidad por el bien de mi pueblo .;heb besloten;Ook al is mijn affectie voor u niet afgenomen ik heb na een lange interne strijd besloten mijn persoonlijke geluk op te offeren voor het volk .
18431;pretérito perfecto compuesto;target;yes;yes;han;enviado;;VHfin;VLadj;;haber;enviar;;;Hemos declarado el estado de emergencia , y se han enviado equipos de rescate ...;hebben gestuurd;We hebben hulpdiensten gestuurd ...
18432;pretérito perfecto compuesto;target;yes;yes;Han;envenenado;;VHfin;VLadj;;haber;envenenar;;;"Mi marido ha muerto .
Han envenenado a mi hijo .";is vergiftigd;Mijn echtgenoot is weg , ons kind is vergiftigd .
18433;pretérito perfecto compuesto;target;yes;yes;ha;ganado;;VHfin;VLadj;;haber;ganar;;;Su Majestad ha ganado el debate .;heeft gewonnen;Hare Majesteit heeft de stemming gewonnen .
18434;pretérito perfecto compuesto;target;yes;yes;ha;respondido;;VHfin;VLadj;;haber;responder;;;No ha respondido a nuestros recordatorios de pago .;hebben gehad;U heeft aanmaningen van ons ontvangen waar wij geen reactie op hebben gehad .
18436;pretérito perfecto compuesto;target;yes;yes;has;seguido;;VHfin;VLadj;;haber;seguir;;;¿ Me has seguido hasta aquí ?;Ben gevolgd;Ben jij me gevolgd ?
18437;pretérito perfecto compuesto;target;yes;yes;Hemos;hecho;;VHfin;VLadj;;haber;hacer;;;Hemos hecho todo lo posible , Espero que sea de su agrado ,;hebben gedaan;Zoals u ziet , hebben we ons best gedaan .
18438;pretérito indefinido;target;yes;yes;despidieron;;;VLfin;;;despedir;;;;"Titulares : despidos masivos por causa de la crisis financiera .
¡ Me despidieron hoy !";ben ontslagen;Ik ben ook ontslagen vandaag .
18439;pretérito imperfecto;target;yes;yes;tenía;;;VLfin;;;tener;;;;¿ Será eso lo que Dios tenía en mente ?;gewild hebben;Zou God dat gewild hebben ?
18440;pretérito indefinido;target;yes;yes;Tuvieron;;;VLfin;;;tener;;;;Tuvieron seis horas para hacerlo ,;hebben gehad;Ze hebben zes uur de tijd gehad .
18442;pretérito indefinido;target;yes;yes;abandonó;;;VLfin;;;abandonar;;;;Por eso él te abandonó .;heeft gelaten;Hij heeft jou niet voor niks in de steek gelaten , hé .
18443;pretérito indefinido;target;yes;yes;hice;;;VLfin;;;hacer;;;;No lo hice .;heb gedaan;Ik heb het niet gedaan .
18444;pretérito indefinido;target;yes;yes;Murió;;;VLfin;;;morir;;;;Murió en la guerra .;is gestorven;Hij is in de oorlog gestorven .
18445;presente;target;yes;yes;estás;despedido;;VEfin;VLadj;;estar;despedir;;;Pero , en serio , estás despedido .;bent ontslagen;Ge bent ontslagen , kut .
18447;pretérito indefinido;target;yes;yes;consiguió;;;VLfin;;;conseguir;;;;A la salud de nuestro buen , abstemio , y soltero , Fuhrer que consiguió llegar de aprendiz de pintor - - a ser el mejor estratega militar del mundo ,;heeft geschopt;Op onze geweldige , geheelonthoudende vrouwloze Fuhrer die ' t in zijn roemrijke carrière heeft geschopt van schildertje - - tot de grootste strateeg ter wereld .
18449;pretérito perfecto compuesto;target;yes;yes;ha;muerto;;VHfin;ADJ;;haber;muerto;;;Su mujer ha muerto .;is overleden;Uw vrouw is overleden .
18450;pretérito indefinido;target;yes;yes;murió;;;VLfin;;;morir;;;;Y en el devenir de los años , ella murió .;is gestorven;Uiteindelijk is ze gestorven .
18451;pretérito indefinido;target;yes;yes;olvidó;;;VLfin;;;olvidar;;;;Se le olvidó mencionar otro aspecto importante de la compañía .;vergeten bent;Maar er is nog één belangrijk iets wat u vergeten bent te vermelden .
18453;pretérito perfecto compuesto;target;yes;yes;habéis;seguido;;VHfin;VLadj;;haber;seguir;;;No habéis seguido con la prueba .;heeft uitgevoerd;U heeft de taak niet uitgevoerd .
18454;pretérito perfecto compuesto;target;yes;yes;ha;cagado;;VHfin;VLadj;;haber;cagar;;;¿ Quién ha cagado en mi celda ?;heeft gekakt;Wie heeft er in mijn cel gekakt ?
18455;pretérito indefinido;target;yes;yes;acorralamos;;;VLfin;;;acorralamos;;;;Mi Capitán , acorralamos un grupo que se quedó rezagado .;hebben omsingeld;We hebben een eenheid omsingeld die achterop raakte .
18456;pretérito perfecto compuesto;target;yes;yes;he;cometido;;VHfin;NC;;haber;cometido;;;Cómo puedo confesar un delito que no he cometido .;gedaan heb;Ik ga niet bekennen wat ik niet gedaan heb .
